transaction_id,sale_date,customer_id,product_id,quantity,sales_channel,payment_method
1311,2025-12-02,784,77,3,Online,Bank Transfer
1312,2024-03-06,650,53,3,Online,Card
1313,2024-06-13,263,176,2,Online,Card
1314,2024-07-15,29,63,3,Online,Card
1315,2025-03-22,433,166,4,Online,Card
1316,2024-01-30,265,72,2,Online,Bank Transfer
1317,2025-05-12,802,6,1,Marketplace,Card
1318,2024-11-01,888,17,4,Online,Card
1319,2025-11-04,907,24,1,Store,Bank Transfer
1320,2024-08-29,115,147,2,Marketplace,Card
1321,2025-08-17,973,199,4,Online,Bank Transfer
1322,2024-08-31,615,32,3,Online,Bank Transfer
1323,2025-02-03,826,192,2,Marketplace,Card
1324,2024-04-19,180,55,5,Online,Card
1325,2025-08-26,58,126,2,Store,Card
1326,2025-07-12,434,122,2,Marketplace,Bank Transfer
1327,2024-05-28,372,122,2,Store,Card
1328,2025-09-12,36,190,2,Marketplace,Cash
1329,2025-11-18,246,65,2,Online,PayPal
1330,2025-01-06,925,176,1,Marketplace,Bank Transfer
1331,2025-02-01,9,101,4,Marketplace,Card
1332,2024-08-29,305,54,3,Online,Card
1333,2024-11-20,901,197,2,Store,Card
1334,2024-03-23,843,200,4,Online,Card
1335,2024-12-06,735,109,4,Store,Bank Transfer
1336,2025-12-16,268,130,1,Online,Bank Transfer
1337,2025-07-14,756,84,1,Online,Card
1338,2025-10-18,189,162,1,Store,Card
1339,2024-07-23,644,79,1,Online,Card
1340,2025-06-12,731,197,3,Store,Bank Transfer
1341,2025-12-03,421,82,1,Marketplace,Card
1342,2024-06-26,704,152,3,Store,Card
1343,2025-02-28,377,47,1,Online,Bank Transfer
1344,2025-08-07,230,6,4,Marketplace,Cash
1345,2025-10-03,235,23,5,Online,Bank Transfer
1346,2024-06-21,51,103,2,Store,Card
1347,2025-01-11,175,146,1,Store,Card
1348,2025-04-09,848,173,1,Online,Card
1349,2024-09-29,295,192,1,Online,Bank Transfer
1350,2025-09-06,221,73,2,Online,Card
1351,2024-05-29,30,75,5,Online,Card
1352,2024-09-11,379,150,2,Online,Card
1353,2024-05-16,893,83,5,Online,Card
1354,2025-01-27,726,109,2,Online,Card
1355,2024-03-01,54,86,4,Online,Card
1356,2025-09-12,962,172,5,Store,Bank Transfer
1357,2024-02-16,6,65,2,Online,PayPal
1358,2025-11-18,380,34,5,Store,Cash
1359,2024-09-23,174,129,1,Online,Card
1360,2024-04-01,325,182,2,Online,Card
1361,2024-02-15,131,128,4,Store,Bank Transfer
1362,2025-03-16,290,68,2,Store,Card
1363,2024-11-16,447,43,1,Marketplace,Bank Transfer
1364,2024-06-03,570,169,2,Online,Card
1365,2024-02-25,236,47,1,Online,Bank Transfer
1366,2025-03-22,119,127,1,Online,Bank Transfer
1367,2025-05-11,469,127,1,Store,Card
1368,2024-12-23,96,53,3,Online,Card
1369,2025-06-04,843,70,2,Store,Card
1370,2024-01-05,539,197,2,Online,Card
1371,2025-05-25,694,25,4,Online,Cash
1372,2025-11-27,125,101,1,Marketplace,Card
1373,2024-11-27,158,8,1,Store,Cash
1374,2025-04-09,644,69,2,Online,PayPal
1375,2025-11-02,638,116,1,Store,Bank Transfer
1376,2025-08-05,133,55,3,Store,Card
1377,2024-02-26,762,19,2,Store,Card
1378,2024-09-18,183,62,5,Marketplace,Card
1379,2024-08-01,167,100,3,Online,Bank Transfer
1380,2025-10-31,158,31,1,Store,Bank Transfer
1381,2024-11-13,926,176,2,Online,Card
1382,2025-01-11,525,52,1,Marketplace,Card
1383,2025-07-30,615,109,1,Online,Card
1384,2024-07-09,445,162,1,Online,Card
1385,2025-04-19,693,58,2,Store,PayPal
1386,2025-06-23,645,166,2,Online,Card
1387,2025-05-04,308,39,5,Store,Card
1388,2024-09-11,536,110,1,Online,Card
1389,2024-02-16,526,28,2,Online,Card
1390,2025-08-05,833,65,1,Store,Bank Transfer
1391,2024-01-17,117,190,2,Online,Card
1392,2025-02-06,47,22,1,Store,Card
1393,2025-04-10,776,172,1,Store,Card
1394,2024-07-10,217,48,1,Marketplace,Card
1395,2025-11-20,109,112,2,Online,Card
1396,2024-06-24,672,123,1,Online,Cash
1397,2025-09-08,744,125,1,Store,Cash
1398,2025-12-08,690,177,2,Store,Card
1399,2024-05-18,15,49,1,Online,PayPal
1400,2024-01-28,215,124,2,Store,Card
1401,2025-10-03,879,138,1,Online,Card
1402,2025-04-30,433,6,1,Marketplace,Bank Transfer
1403,2025-03-31,987,125,1,Marketplace,Cash
1404,2024-07-25,302,146,3,Online,Card
1405,2024-04-15,646,183,1,Online,Card
1406,2025-08-15,611,188,2,Online,Card
1407,2025-05-12,526,152,2,Marketplace,PayPal
1408,2025-05-14,238,183,1,Online,Cash
1409,2025-07-20,66,69,4,Online,Card
1410,2025-05-21,638,166,1,Store,Card
1411,2024-10-21,744,50,1,Online,Card
1412,2025-08-24,931,176,1,Store,Bank Transfer
1413,2025-11-03,480,34,4,Store,Card
1414,2025-03-02,854,173,2,Online,Card
1415,2024-06-14,637,54,1,Store,Cash
1416,2024-05-12,178,52,1,Online,Bank Transfer
1417,2025-05-20,311,61,1,Online,Card
1418,2024-09-24,366,174,1,Store,Bank Transfer
1419,2024-02-02,827,17,1,Online,Card
1420,2025-07-29,230,125,1,Online,Card
1421,2024-02-17,789,143,1,Online,Cash
1422,2025-06-11,619,172,1,Online,PayPal
1423,2025-04-13,986,194,1,Online,Cash
1424,2024-04-14,844,144,1,Online,Cash
1425,2024-07-29,933,93,1,Online,Card
1426,2025-06-02,511,188,4,Online,Card
1427,2024-05-21,126,52,1,Online,Bank Transfer
1428,2024-09-08,855,122,1,Online,Card
1429,2025-01-16,733,194,1,Store,Card
1430,2025-06-26,432,59,1,Online,PayPal
1431,2025-04-14,975,133,3,Online,Card
1432,2024-05-29,789,3,2,Online,Card
1433,2024-12-12,323,103,5,Online,Card
1434,2024-02-07,677,165,1,Store,PayPal
1435,2025-12-31,819,170,4,Marketplace,Card
1436,2025-11-28,718,142,4,Store,Card
1437,2024-12-18,9,72,4,Store,Card
1438,2025-02-17,457,165,1,Online,Bank Transfer
1439,2025-10-29,453,179,1,Store,Cash
1440,2024-07-21,903,78,1,Online,Card
1441,2024-05-09,533,139,1,Online,Cash
1442,2025-06-17,349,194,2,Online,Bank Transfer
1443,2025-07-06,607,67,1,Store,Bank Transfer
1444,2025-06-01,114,188,1,Online,Cash
1445,2024-12-28,127,13,3,Marketplace,Card
1446,2025-08-09,755,2,1,Marketplace,Bank Transfer
1447,2025-08-18,580,183,4,Store,Card
1448,2025-09-01,240,90,1,Store,Bank Transfer
1449,2025-08-09,689,36,2,Online,Card
1450,2024-12-01,529,150,1,Store,Card
1451,2024-05-30,729,109,3,Online,Card
1452,2024-05-13,488,55,1,Online,Card
1453,2025-08-25,573,133,3,Marketplace,Cash
1454,2025-10-13,434,113,2,Marketplace,Bank Transfer
1455,2025-03-02,844,42,1,Online,Bank Transfer
1456,2024-05-12,992,181,2,Online,Cash
1457,2025-04-11,485,9,2,Marketplace,Card
1458,2024-05-01,617,105,1,Online,Card
1459,2025-06-19,157,31,1,Marketplace,Card
1460,2025-05-12,29,37,1,Store,Card
1461,2024-11-08,911,73,1,Store,Card
1462,2024-05-05,561,90,1,Online,Card
1463,2024-11-13,580,116,4,Store,Card
1464,2025-09-12,136,196,1,Store,Bank Transfer
1465,2025-11-14,460,39,3,Online,Bank Transfer
1466,2025-11-11,639,105,1,Marketplace,Card
1467,2024-02-16,982,172,4,Store,Cash
1468,2024-06-18,725,7,2,Store,Bank Transfer
1469,2025-07-28,661,32,2,Online,PayPal
1470,2025-07-08,591,194,1,Store,Card
1471,2025-05-02,515,5,1,Marketplace,Card
1472,2024-01-20,282,53,1,Store,Bank Transfer
1473,2025-03-30,87,137,2,Online,Card
1474,2024-01-24,349,112,1,Online,Card
1475,2025-01-26,264,24,1,Online,Card
1476,2024-05-27,188,66,3,Online,PayPal
1477,2025-11-25,174,16,2,Online,Card
1478,2024-02-29,306,100,1,Online,Bank Transfer
1479,2024-09-21,385,31,1,Online,Cash
1480,2024-08-30,505,131,3,Online,Card
1481,2024-03-03,326,119,2,Online,Card
1482,2025-10-10,240,5,1,Marketplace,Cash
1483,2024-09-09,782,143,2,Online,Cash
1484,2025-04-01,86,163,2,Store,Card
1485,2025-07-07,173,63,2,Online,PayPal
1486,2025-04-07,43,1,3,Marketplace,Cash
1487,2025-10-30,996,43,1,Marketplace,Card
1488,2025-09-04,257,175,1,Online,Cash
1489,2025-08-22,861,131,1,Online,Card
1490,2024-03-12,308,23,1,Online,Card
1491,2025-07-23,287,111,1,Online,Bank Transfer
1492,2025-11-29,969,88,2,Marketplace,Bank Transfer
1493,2024-10-06,252,170,5,Online,Card
1494,2025-09-05,337,5,4,Online,PayPal
1495,2025-09-15,488,2,4,Store,Card
1496,2025-12-14,721,126,3,Online,Bank Transfer
1497,2025-10-26,667,20,2,Marketplace,Bank Transfer
1498,2025-03-31,689,32,1,Store,Bank Transfer
1499,2025-01-01,397,46,3,Store,PayPal
1500,2024-05-07,474,95,4,Online,Card
1501,2024-01-21,777,72,2,Store,Card
1502,2025-09-20,641,78,3,Online,PayPal
1503,2025-01-06,38,72,1,Store,Cash
1504,2024-01-08,201,164,1,Marketplace,Cash
1505,2025-05-20,175,142,1,Store,Cash
1506,2025-09-09,579,45,1,Online,Card
1507,2024-09-22,956,146,3,Marketplace,Bank Transfer
1508,2024-10-07,197,174,1,Marketplace,Cash
1509,2025-09-21,259,175,2,Online,PayPal
1510,2025-10-18,690,167,1,Marketplace,Card
1511,2025-02-20,281,32,2,Online,Card
1512,2024-02-14,906,185,1,Online,Card
1513,2025-04-04,324,2,1,Online,Bank Transfer
1514,2024-01-26,756,58,5,Online,Card
1515,2024-09-12,202,43,1,Online,Cash
1516,2024-01-29,492,111,3,Store,Cash
1517,2024-12-08,861,65,1,Online,PayPal
1518,2024-02-25,842,86,2,Online,Card
1519,2025-09-06,635,113,3,Store,Cash
1520,2024-03-28,998,16,4,Online,Bank Transfer
1521,2025-12-11,67,33,1,Store,Card
1522,2025-09-17,642,111,1,Store,Cash
1523,2024-10-28,871,98,1,Store,Card
1524,2025-09-05,807,169,2,Online,Card
1525,2025-03-14,902,159,2,Online,PayPal
1526,2024-01-27,465,133,1,Online,Card
1527,2025-09-01,731,18,2,Store,PayPal
1528,2024-05-09,653,131,1,Online,Bank Transfer
1529,2025-03-31,191,63,1,Online,Card
1530,2025-08-21,447,132,5,Store,Card
1531,2025-07-08,795,38,1,Online,Card
1532,2025-01-12,994,3,2,Store,Card
1533,2024-08-31,520,144,3,Online,Card
1534,2024-07-24,656,52,3,Online,Cash
1535,2025-12-12,709,120,2,Online,Cash
1536,2024-12-09,631,77,1,Online,Card
1537,2024-02-13,508,57,4,Store,Cash
1538,2025-04-22,639,55,1,Store,PayPal
1539,2024-12-05,827,190,1,Online,Bank Transfer
1540,2024-01-07,372,3,1,Online,Card
1541,2024-10-24,451,50,2,Marketplace,Card
1542,2024-01-31,204,51,1,Online,Card
1543,2024-06-27,348,142,1,Online,Card
1544,2024-09-25,933,26,1,Store,Card
1545,2024-04-23,347,54,1,Online,Bank Transfer
1546,2025-11-07,176,135,5,Marketplace,Bank Transfer
1547,2025-12-29,67,31,1,Marketplace,Bank Transfer
1548,2024-07-15,546,97,2,Online,Card
1549,2025-10-13,251,12,3,Store,Bank Transfer
1550,2024-10-28,809,39,1,Online,Bank Transfer
1551,2024-05-09,872,131,5,Marketplace,Card
1552,2024-03-24,804,121,3,Store,Card
1553,2025-02-01,770,166,3,Online,Card
1554,2024-07-02,330,183,1,Store,Bank Transfer
1555,2025-05-21,486,69,2,Store,Bank Transfer
1556,2025-10-27,38,54,1,Online,Bank Transfer
1557,2025-02-09,224,79,1,Online,Card
1558,2025-01-18,261,141,1,Store,Card
1559,2025-06-15,361,59,2,Online,Cash
1560,2025-03-12,462,120,1,Online,Card
1561,2024-10-06,392,7,1,Online,Cash
1562,2025-01-02,924,22,1,Online,Card
1563,2024-03-21,805,71,4,Online,Card
1564,2024-02-09,560,52,1,Store,Card
1565,2025-11-30,866,71,1,Store,Card
1566,2025-07-10,935,67,1,Online,Bank Transfer
1567,2025-02-17,969,104,3,Store,Card
1568,2025-10-31,525,195,5,Marketplace,Card
1569,2024-08-02,486,60,2,Store,Bank Transfer
1570,2025-04-17,349,22,1,Online,Bank Transfer
1571,2025-12-15,428,54,1,Marketplace,Card
1572,2024-05-22,592,33,1,Store,Card
1573,2025-11-05,855,91,1,Online,Cash
1574,2025-02-17,782,200,2,Online,Cash
1575,2025-08-04,805,9,4,Online,PayPal
1576,2024-12-04,582,162,3,Marketplace,Cash
1577,2025-02-04,391,53,4,Online,Card
1578,2025-05-01,112,85,2,Online,Bank Transfer
1579,2024-04-05,176,27,2,Online,Bank Transfer
1580,2025-09-09,501,7,1,Online,PayPal
1581,2024-10-17,211,60,1,Online,Card
1582,2025-01-12,531,3,1,Marketplace,Card
1583,2024-06-09,114,34,2,Online,Card
1584,2024-07-30,134,53,1,Store,Cash
1585,2024-06-11,619,148,4,Store,Card
1586,2025-12-02,470,71,1,Marketplace,Card
1587,2025-02-12,620,64,2,Marketplace,Bank Transfer
1588,2025-04-16,474,148,1,Online,Cash
1589,2025-04-12,356,180,3,Store,Card
1590,2024-06-28,426,64,1,Store,Card
1591,2025-01-28,933,169,1,Store,Card
1592,2024-02-14,246,41,1,Store,Card
1593,2024-03-09,715,186,2,Online,Card
1594,2025-07-20,125,95,1,Online,Bank Transfer
1595,2024-11-29,420,116,1,Online,Card
1596,2024-01-28,75,164,2,Store,Card
1597,2025-02-12,877,50,1,Online,Card
1598,2024-05-19,335,172,2,Online,Card
1599,2025-07-15,673,63,2,Online,Card
1600,2024-10-12,862,42,1,Online,Card
1601,2024-10-28,128,137,2,Online,Cash
1602,2024-01-12,694,70,1,Online,Card
1603,2024-02-05,915,173,2,Online,Card
1604,2025-10-12,831,134,2,Store,Bank Transfer
1605,2025-02-03,707,79,1,Store,Card
1606,2025-01-21,786,52,4,Online,Card
1607,2024-04-03,17,108,1,Online,Bank Transfer
1608,2025-11-27,686,17,1,Marketplace,Bank Transfer
1609,2025-11-11,172,186,1,Online,Card
1610,2024-11-30,331,144,2,Store,PayPal
1611,2025-02-08,962,110,1,Online,Card
1612,2024-06-26,16,103,2,Online,Card
1613,2024-08-13,68,169,3,Store,Card
1614,2024-03-09,907,56,1,Store,Card
1615,2024-04-14,730,138,3,Marketplace,Cash
1616,2024-09-14,983,25,2,Marketplace,Cash
1617,2025-11-25,947,198,2,Online,Cash
1618,2025-12-05,326,171,1,Online,Cash
1619,2025-08-22,460,98,2,Store,Card
1620,2025-12-22,14,60,1,Store,Card
1621,2024-08-30,756,110,3,Store,Card
1622,2025-01-18,511,76,1,Online,Cash
1623,2024-08-31,946,186,2,Marketplace,Bank Transfer
1624,2024-12-02,138,72,1,Store,Card
1625,2025-02-28,664,74,3,Online,Bank Transfer
1626,2024-12-16,249,53,2,Marketplace,Cash
1627,2024-09-11,821,176,2,Online,Bank Transfer
1628,2025-06-17,330,47,1,Online,Bank Transfer
1629,2024-03-12,977,50,1,Marketplace,PayPal
1630,2024-05-08,94,45,2,Store,PayPal
1631,2024-08-29,520,21,1,Online,Card
1632,2024-07-21,251,109,1,Online,Card
1633,2025-04-04,991,163,1,Marketplace,Card
1634,2025-01-03,408,97,1,Online,Card
1635,2025-03-19,779,40,3,Store,Card
1636,2025-01-25,438,22,3,Marketplace,Cash
1637,2024-06-05,567,187,1,Online,Card
1638,2024-10-17,385,144,2,Online,Card
1639,2025-04-25,201,40,4,Online,Bank Transfer
1640,2025-01-18,504,104,4,Marketplace,PayPal
1641,2025-01-17,394,126,1,Marketplace,Card
1642,2024-02-09,944,32,1,Store,Card
1643,2025-03-22,981,66,3,Store,Card
1644,2025-12-27,501,163,2,Store,Cash
1645,2025-03-10,754,64,1,Online,Bank Transfer
1646,2025-10-08,724,174,1,Store,Card
1647,2025-09-11,467,175,1,Online,Cash
1648,2025-11-09,862,42,1,Store,Cash
1649,2025-01-28,408,181,2,Marketplace,Card
1650,2024-07-12,898,109,1,Online,Cash
1651,2025-05-27,991,137,2,Online,Card
1652,2025-02-25,771,187,3,Online,Cash
1653,2024-12-18,834,37,1,Online,Bank Transfer
1654,2025-12-16,316,2,5,Store,Card
1655,2024-03-12,793,179,1,Online,Card
1656,2025-03-17,175,46,1,Store,Card
1657,2024-07-05,515,29,1,Store,Card
1658,2024-03-01,768,47,3,Online,PayPal
1659,2025-02-22,452,161,4,Online,Cash
1660,2024-03-22,301,22,1,Online,Card
1661,2025-08-22,241,123,1,Store,Card
1662,2024-09-29,770,2,2,Store,Card
1663,2024-08-04,535,2,1,Online,PayPal
1664,2024-09-29,955,125,1,Online,Card
1665,2025-01-14,699,88,5,Store,PayPal
1666,2025-11-12,409,97,2,Marketplace,Bank Transfer
1667,2024-04-12,4,117,4,Online,Bank Transfer
1668,2024-05-22,27,155,1,Online,PayPal
1669,2024-09-11,378,116,2,Store,Card
1670,2025-02-27,677,49,1,Store,PayPal
1671,2024-11-25,18,163,1,Online,Bank Transfer
1672,2024-11-29,695,114,1,Online,Bank Transfer
1673,2024-03-24,357,110,4,Marketplace,Card
1674,2025-11-05,878,180,4,Store,Card
1675,2024-07-18,730,37,3,Marketplace,Bank Transfer
1676,2025-05-31,33,33,1,Online,Bank Transfer
1677,2025-07-15,896,120,1,Online,Card
1678,2025-11-09,554,62,1,Online,PayPal
1679,2025-12-17,92,28,1,Store,Card
1680,2024-11-30,925,99,3,Online,Card
1681,2025-05-02,975,172,1,Online,Card
1682,2025-05-18,93,178,1,Online,Cash
1683,2025-09-07,67,165,1,Marketplace,Bank Transfer
1684,2025-01-25,670,165,3,Marketplace,Card
1685,2024-08-26,229,67,1,Online,Card
1686,2025-08-29,960,49,2,Online,Card
1687,2024-11-16,977,98,2,Online,Card
1688,2025-07-02,195,100,5,Online,Card
1689,2025-11-26,957,33,2,Store,Card
1690,2025-02-08,10,138,3,Online,Bank Transfer
1691,2024-10-30,858,57,1,Online,Cash
1692,2024-05-29,765,171,3,Store,Card
1693,2024-11-23,317,129,5,Online,PayPal
1694,2025-12-24,588,123,2,Online,Card
1695,2025-01-20,61,86,1,Store,Bank Transfer
1696,2024-08-18,718,189,1,Marketplace,Card
1697,2025-05-14,745,101,1,Store,PayPal
1698,2024-06-12,23,141,1,Online,Card
1699,2024-12-22,776,101,1,Online,Card
1700,2025-12-14,946,50,2,Online,Card
1701,2024-11-27,771,149,3,Online,PayPal
1702,2024-11-07,469,168,1,Online,Cash
1703,2024-10-25,919,38,1,Store,Card
1704,2025-10-28,10,93,2,Store,Cash
1705,2024-05-31,386,110,2,Online,Card
1706,2024-12-30,998,122,1,Online,PayPal
1707,2025-10-27,347,152,1,Online,Bank Transfer
1708,2024-09-07,35,31,1,Online,Cash
1709,2024-06-25,669,191,1,Store,Bank Transfer
1710,2025-11-05,92,200,1,Store,Card
1711,2025-10-09,669,114,1,Online,Card
1712,2025-05-15,657,172,4,Online,Cash
1713,2025-08-09,492,71,2,Online,Cash
1714,2025-01-28,496,166,2,Online,Card
1715,2024-11-29,66,183,4,Store,Card
1716,2025-12-18,21,101,2,Online,Bank Transfer
1717,2025-05-15,66,133,3,Online,Bank Transfer
1718,2025-10-29,128,193,3,Marketplace,Bank Transfer
1719,2024-07-04,883,154,2,Online,Card
1720,2024-11-17,126,11,1,Online,Card
1721,2025-07-29,263,193,1,Marketplace,Card
1722,2025-01-07,990,140,1,Marketplace,Cash
1723,2024-09-11,308,12,4,Online,Bank Transfer
1724,2025-11-05,547,114,1,Online,Card
1725,2024-12-26,621,138,2,Store,Cash
1726,2024-02-15,243,10,1,Online,Bank Transfer
1727,2024-05-17,617,142,1,Online,Card
1728,2025-09-29,433,20,2,Online,Cash
1729,2024-06-16,410,117,1,Online,Card
1730,2025-12-12,147,138,1,Store,Card
1731,2025-10-10,714,166,1,Online,Cash
1732,2025-06-07,620,42,1,Online,PayPal
1733,2025-03-20,389,7,5,Online,Card
1734,2025-06-28,113,176,2,Online,Cash
1735,2025-01-06,932,86,3,Online,Bank Transfer
1736,2024-10-07,11,26,1,Marketplace,Card
1737,2024-04-17,802,32,1,Store,Card
1738,2025-05-16,98,136,1,Store,Card
1739,2024-10-04,623,26,4,Online,PayPal
1740,2025-02-02,186,89,3,Store,Bank Transfer
1741,2025-07-18,609,104,1,Online,Card
1742,2025-06-09,731,40,2,Online,Cash
1743,2024-09-30,55,186,2,Online,Bank Transfer
1744,2025-11-25,624,108,2,Online,PayPal
1745,2025-04-24,515,74,1,Online,PayPal
1746,2024-08-22,313,163,3,Marketplace,Card
1747,2024-11-16,866,24,2,Online,Card
1748,2024-04-05,170,148,1,Store,Cash
1749,2025-05-19,828,3,5,Online,Card
1750,2024-05-19,492,128,2,Marketplace,Bank Transfer
1751,2025-12-15,128,104,1,Online,Bank Transfer
1752,2024-01-08,732,109,2,Store,Card
1753,2025-11-08,974,136,2,Online,Card
1754,2024-06-21,691,196,2,Online,Card
1755,2024-05-16,527,91,5,Online,Card
1756,2025-01-17,994,29,1,Store,Bank Transfer
1757,2024-04-30,298,77,1,Online,Card
1758,2025-10-08,583,101,1,Online,PayPal
1759,2025-10-20,528,10,4,Marketplace,Bank Transfer
1760,2024-02-28,365,2,2,Online,Card
1761,2024-01-06,359,185,1,Online,Card
1762,2025-05-18,203,22,2,Marketplace,Card
1763,2025-05-14,8,40,3,Online,Card
1764,2025-01-18,307,94,1,Online,Bank Transfer
1765,2024-04-21,450,169,3,Online,Card
1766,2025-03-20,6,92,4,Store,Card
1767,2024-10-18,42,35,1,Store,PayPal
1768,2024-06-13,683,51,4,Marketplace,PayPal
1769,2024-05-01,432,126,2,Store,Bank Transfer
1770,2024-11-28,770,196,3,Online,Bank Transfer
1771,2025-02-02,135,29,5,Store,Card
1772,2024-12-18,513,4,3,Online,Cash
1773,2024-12-16,440,153,2,Online,Card
1774,2025-05-12,85,195,1,Store,Bank Transfer
1775,2024-07-10,256,72,3,Marketplace,PayPal
1776,2024-09-10,683,110,1,Store,Bank Transfer
1777,2025-12-18,748,129,2,Online,Bank Transfer
1778,2025-10-06,650,39,1,Online,Card
1779,2024-07-15,952,38,1,Store,Card
1780,2024-02-22,390,105,2,Store,PayPal
1781,2024-08-15,345,110,1,Online,Cash
1782,2024-11-07,113,69,1,Marketplace,Bank Transfer
1783,2024-09-09,328,13,1,Online,Cash
1784,2024-11-25,218,74,1,Marketplace,Card
1785,2024-07-08,259,126,1,Online,Card
1786,2024-01-14,700,142,3,Online,Card
1787,2025-01-05,761,200,2,Store,Card
1788,2024-10-09,216,150,1,Marketplace,Card
1789,2025-09-08,124,11,2,Marketplace,Cash
1790,2024-07-14,198,181,1,Online,PayPal
1791,2025-09-25,352,78,2,Marketplace,Card
1792,2024-06-06,45,33,1,Store,Card
1793,2025-07-27,999,89,4,Online,Bank Transfer
1794,2025-03-22,70,124,1,Marketplace,Card
1795,2024-01-23,171,154,1,Marketplace,Card
1796,2025-08-02,63,178,1,Store,Card
1797,2025-06-29,892,132,5,Online,Bank Transfer
1798,2025-01-28,576,200,1,Store,Card
1799,2024-01-04,164,147,1,Store,Bank Transfer
1800,2025-06-09,467,129,2,Online,Card
1801,2024-08-13,304,182,1,Online,Card
1802,2025-06-30,244,75,1,Online,Bank Transfer
1803,2024-05-16,277,14,2,Online,Bank Transfer
1804,2025-07-01,119,1,2,Store,PayPal
1805,2024-11-28,86,181,4,Online,Card
1806,2025-09-18,302,84,5,Store,Card
1807,2024-12-30,225,188,5,Online,PayPal
1808,2025-07-04,674,200,4,Store,Bank Transfer
1809,2025-12-05,392,168,1,Store,Cash
1810,2024-07-30,837,114,1,Online,Cash
1811,2025-02-08,160,115,1,Store,Card
1812,2025-05-05,96,127,1,Online,Bank Transfer
1813,2024-07-12,584,126,4,Online,Card
1814,2024-11-13,167,46,3,Store,Card
1815,2024-05-26,74,110,1,Marketplace,PayPal
1816,2024-04-12,742,135,1,Store,Card
1817,2024-04-12,387,99,1,Store,Bank Transfer
1818,2025-10-21,958,12,1,Store,Card
1819,2025-10-04,615,4,3,Online,Bank Transfer
1820,2025-07-09,754,87,3,Online,Card
1821,2025-07-30,914,114,3,Online,Card
1822,2024-09-06,58,140,2,Store,Card
1823,2024-02-15,106,140,1,Online,Bank Transfer
1824,2024-05-25,2,58,1,Online,Card
1825,2025-11-02,294,58,4,Store,Cash
1826,2024-04-25,504,44,5,Online,PayPal
1827,2024-10-15,366,20,2,Online,PayPal
1828,2024-03-27,918,12,2,Online,Card
1829,2025-09-06,186,174,1,Marketplace,Cash
1830,2025-10-01,838,74,1,Online,PayPal
1831,2025-11-08,378,68,3,Store,Card
1832,2024-01-03,883,39,3,Online,Card
1833,2025-04-02,739,123,3,Online,Card
1834,2024-10-12,149,24,1,Online,Bank Transfer
1835,2024-12-27,327,127,1,Store,Card
1836,2025-10-13,342,36,3,Store,Card
1837,2025-03-04,563,128,2,Online,Card
1838,2024-08-23,394,22,2,Online,Cash
1839,2025-12-11,831,192,1,Online,Card
1840,2024-07-27,872,5,1,Online,Card
1841,2024-04-22,62,90,1,Store,Bank Transfer
1842,2024-05-22,302,118,1,Marketplace,PayPal
1843,2025-03-07,249,54,3,Online,Card
1844,2025-12-13,721,37,1,Online,PayPal
1845,2025-01-15,56,180,1,Store,Card
1846,2025-08-31,892,41,1,Online,Card
1847,2024-03-19,13,146,3,Online,Bank Transfer
1848,2025-04-26,762,36,2,Store,Card
1849,2025-02-25,740,87,1,Store,Card
1850,2024-04-23,160,16,4,Online,Bank Transfer
1851,2025-05-30,165,3,1,Online,PayPal
1852,2025-04-10,568,183,3,Marketplace,Card
1853,2025-12-27,233,109,4,Online,Card
1854,2025-01-21,974,33,2,Online,Card
1855,2025-02-05,189,191,5,Store,Card
1856,2025-12-10,480,123,1,Store,Bank Transfer
1857,2024-06-17,56,96,2,Online,Card
1858,2024-03-20,372,155,3,Online,Card
1859,2024-06-15,555,28,1,Store,Bank Transfer
1860,2024-11-12,193,142,1,Marketplace,Card
1861,2024-03-28,584,145,1,Marketplace,Card
1862,2024-02-19,323,24,4,Online,Card
1863,2024-10-16,982,102,2,Online,Card
1864,2024-12-30,998,34,2,Online,Card
1865,2025-05-30,104,129,3,Online,Cash
1866,2025-01-26,489,151,3,Online,Card
1867,2025-11-29,475,21,4,Online,Bank Transfer
1868,2024-08-08,827,175,2,Store,Card
1869,2025-05-28,529,187,2,Online,Bank Transfer
1870,2025-04-03,805,34,1,Online,Bank Transfer
1871,2025-03-17,41,183,3,Online,Card
1872,2025-09-17,622,20,5,Store,PayPal
1873,2024-04-09,825,4,1,Marketplace,Card
1874,2024-03-30,511,25,1,Online,Card
1875,2024-03-10,287,148,1,Online,Card
1876,2025-04-16,265,122,5,Store,Card
1877,2024-05-23,963,32,5,Online,Card
1878,2024-10-20,411,105,3,Marketplace,Card
1879,2025-01-10,525,160,5,Online,Cash
1880,2025-06-02,461,68,4,Marketplace,Card
1881,2025-10-21,59,190,3,Store,Cash
1882,2024-06-07,874,27,1,Online,Card
1883,2024-03-15,229,100,4,Store,Card
1884,2025-04-24,658,137,4,Online,Card
1885,2024-04-20,940,102,3,Online,Card
1886,2024-11-20,351,155,1,Store,Card
1887,2024-10-12,466,10,2,Marketplace,Card
1888,2024-08-06,328,146,1,Store,Card
1889,2025-01-05,809,111,5,Online,Card
1890,2024-01-24,976,195,2,Online,Cash
1891,2024-03-26,146,18,1,Online,Bank Transfer
1892,2025-04-07,893,108,2,Store,Card
1893,2024-02-25,95,110,1,Store,Card
1894,2024-12-23,965,108,1,Online,Bank Transfer
1895,2025-12-14,448,91,4,Store,Bank Transfer
